code,product,product_type,product_unit,sale_price,product_attribute_abaya_size,product_attribute_abaya_height
1491060,1491,101,pc,177,abaya_size-60,
1493052,1493,102,pc,403,abaya_size-52,
1493054,1493,102,pc,403,abaya_size-54,
1493056,1493,102,pc,403,abaya_size-56,
1493058,1493,102,pc,403,abaya_size-58,
1493060,1493,102,pc,403,abaya_size-60,
1494052,1494,102,pc,185,abaya_size-52,
1494054,1494,102,pc,185,abaya_size-54,
1494056,1494,102,pc,185,abaya_size-56,
1494058,1494,102,pc,185,abaya_size-58,
1494060,1494,102,pc,185,abaya_size-60,
1495052,1495,103,pc,199,abaya_size-52,
1495054,1495,103,pc,199,abaya_size-54,
1495056,1495,103,pc,199,abaya_size-56,
1495058,1495,103,pc,199,abaya_size-58,
1495060,1495,103,pc,199,abaya_size-60,
1496052,1496,103,pc,210,abaya_size-52,
1496054,1496,103,pc,210,abaya_size-54,
1496056,1496,103,pc,210,abaya_size-56,
1496058,1496,103,pc,210,abaya_size-58,
1496060,1496,103,pc,210,abaya_size-60,
1497052,1497,102,pc,322,abaya_size-52,
1497054,1497,102,pc,322,abaya_size-54,
1497056,1497,102,pc,322,abaya_size-56,
1497058,1497,102,pc,322,abaya_size-58,
1497060,1497,102,pc,322,abaya_size-60,
1498052,1498,102,pc,199,abaya_size-52,
1498054,1498,102,pc,199,abaya_size-54,
1498056,1498,102,pc,199,abaya_size-56,
1498058,1498,102,pc,199,abaya_size-58,
1498060,1498,102,pc,199,abaya_size-60,
1499052,1499,102,pc,242,abaya_size-52,
1499054,1499,102,pc,242,abaya_size-54,
1499056,1499,102,pc,242,abaya_size-56,
1499058,1499,102,pc,242,abaya_size-58,
1499060,1499,102,pc,242,abaya_size-60,
1500052,1500,102,pc,169,abaya_size-52,
1500054,1500,102,pc,169,abaya_size-54,
1500056,1500,102,pc,169,abaya_size-56,
1500058,1500,102,pc,169,abaya_size-58,
1500060,1500,102,pc,169,abaya_size-60,
1501052,1501,103,pc,288,abaya_size-52,
1501054,1501,103,pc,288,abaya_size-54,
1501056,1501,103,pc,288,abaya_size-56,
1501058,1501,103,pc,288,abaya_size-58,
1501060,1501,103,pc,288,abaya_size-60,
1502052,1502,102,pc,288,abaya_size-52,
1502054,1502,102,pc,288,abaya_size-54,
1502056,1502,102,pc,288,abaya_size-56,
1502058,1502,102,pc,288,abaya_size-58,
1502060,1502,102,pc,288,abaya_size-60,
1503052,1503,105,pc,220,abaya_size-52,
1503054,1503,105,pc,220,abaya_size-54,
1503056,1503,105,pc,220,abaya_size-56,
1503058,1503,105,pc,220,abaya_size-58,
1503060,1503,105,pc,220,abaya_size-60,
1504052,1504,102,pc,276,abaya_size-52,
1504054,1504,102,pc,276,abaya_size-54,
1504056,1504,102,pc,276,abaya_size-56,
1504058,1504,102,pc,276,abaya_size-58,
1504060,1504,102,pc,276,abaya_size-60,
1505052,1505,103,pc,333,abaya_size-52,
1505054,1505,103,pc,333,abaya_size-54,
1505056,1505,103,pc,333,abaya_size-56,
1505058,1505,103,pc,333,abaya_size-58,
1505060,1505,103,pc,333,abaya_size-60,
1506052,1506,102,pc,288,abaya_size-52,
1506054,1506,102,pc,288,abaya_size-54,
1506056,1506,102,pc,288,abaya_size-56,
1506058,1506,102,pc,288,abaya_size-58,
1506060,1506,102,pc,288,abaya_size-60,
1507052,1507,103,pc,276,abaya_size-52,
1507054,1507,103,pc,276,abaya_size-54,
1507056,1507,103,pc,276,abaya_size-56,
1507058,1507,103,pc,276,abaya_size-58,
1507060,1507,103,pc,276,abaya_size-60,
1508052,1508,103,pc,210,abaya_size-52,
1508054,1508,103,pc,210,abaya_size-54,
1508056,1508,103,pc,210,abaya_size-56,
1508058,1508,103,pc,210,abaya_size-58,
1508060,1508,103,pc,210,abaya_size-60,
1509052,1509,102,pc,179,abaya_size-52,
1509054,1509,102,pc,179,abaya_size-54,
1509056,1509,102,pc,179,abaya_size-56,
1509058,1509,102,pc,179,abaya_size-58,
1509060,1509,102,pc,179,abaya_size-60,
1510052,1510,102,pc,253,abaya_size-52,
1510054,1510,102,pc,253,abaya_size-54,
1510056,1510,102,pc,253,abaya_size-56,
1510058,1510,102,pc,253,abaya_size-58,
1510060,1510,102,pc,253,abaya_size-60,
1512052,1512,102,pc,179,abaya_size-52,
1512054,1512,102,pc,179,abaya_size-54,
1512056,1512,102,pc,179,abaya_size-56,
1512058,1512,102,pc,179,abaya_size-58,
1512060,1512,102,pc,179,abaya_size-60,
1513052,1513,103,pc,299,abaya_size-52,
1513054,1513,103,pc,299,abaya_size-54,
1513056,1513,103,pc,299,abaya_size-56,
1513058,1513,103,pc,299,abaya_size-58,
1513060,1513,103,pc,299,abaya_size-60,
1514052,1514,101,pc,185,abaya_size-52,
1514054,1514,101,pc,185,abaya_size-54,
1514056,1514,101,pc,185,abaya_size-56,
1514058,1514,101,pc,185,abaya_size-58,
1514060,1514,101,pc,185,abaya_size-60,
1515052,1515,104,pc,185,abaya_size-52,
1515054,1515,104,pc,185,abaya_size-54,
1515056,1515,104,pc,185,abaya_size-56,
1515058,1515,104,pc,185,abaya_size-58,
1515060,1515,104,pc,185,abaya_size-60,
1516052,1516,102,pc,170,abaya_size-52,
1516054,1516,102,pc,170,abaya_size-54,
1516056,1516,102,pc,170,abaya_size-56,
1516058,1516,102,pc,170,abaya_size-58,
1516060,1516,102,pc,170,abaya_size-60,
1519052,1519,102,pc,160,abaya_size-52,
1519054,1519,102,pc,160,abaya_size-54,
1519056,1519,102,pc,160,abaya_size-56,
1519058,1519,102,pc,160,abaya_size-58,
1519060,1519,102,pc,160,abaya_size-60,
1520052,1520,102,pc,265,abaya_size-52,
1520054,1520,102,pc,265,abaya_size-54,
1520056,1520,102,pc,265,abaya_size-56,
1520058,1520,102,pc,265,abaya_size-58,
1520060,1520,102,pc,265,abaya_size-60,
1521052,1521,103,pc,183,abaya_size-52,
1521054,1521,103,pc,183,abaya_size-54,
1521056,1521,103,pc,183,abaya_size-56,
1521058,1521,103,pc,183,abaya_size-58,
1521060,1521,103,pc,183,abaya_size-60,
1522052,1522,103,pc,248,abaya_size-52,
1522054,1522,103,pc,248,abaya_size-54,
1522056,1522,103,pc,248,abaya_size-56,
1522058,1522,103,pc,248,abaya_size-58,
1522060,1522,103,pc,248,abaya_size-60,
1525052,1525,103,pc,179,abaya_size-52,
1525054,1525,103,pc,179,abaya_size-54,
1525056,1525,103,pc,179,abaya_size-56,
1525058,1525,103,pc,179,abaya_size-58,
1525060,1525,103,pc,179,abaya_size-60,
1526052,1526,102,pc,299,abaya_size-52,
1526054,1526,102,pc,299,abaya_size-54,
1526056,1526,102,pc,299,abaya_size-56,
1526058,1526,102,pc,299,abaya_size-58,
1526060,1526,102,pc,299,abaya_size-60,
1527052,1527,103,pc,299,abaya_size-52,
1527054,1527,103,pc,299,abaya_size-54,
1527056,1527,103,pc,299,abaya_size-56,
1527058,1527,103,pc,299,abaya_size-58,
1527060,1527,103,pc,299,abaya_size-60,
1528052,1528,102,pc,276,abaya_size-52,
1528054,1528,102,pc,276,abaya_size-54,
1528056,1528,102,pc,276,abaya_size-56,
1528058,1528,102,pc,276,abaya_size-58,
1528060,1528,102,pc,276,abaya_size-60,
1529052,1529,103,pc,239,abaya_size-52,
1529054,1529,103,pc,239,abaya_size-54,
1529056,1529,103,pc,239,abaya_size-56,
1529058,1529,103,pc,239,abaya_size-58,
1529060,1529,103,pc,239,abaya_size-60,
1530052,1530,102,pc,299,abaya_size-52,
1530054,1530,102,pc,299,abaya_size-54,
1530056,1530,102,pc,299,abaya_size-56,
1530058,1530,102,pc,299,abaya_size-58,
1530060,1530,102,pc,299,abaya_size-60,
1531052,1531,102,pc,265,abaya_size-52,
1531054,1531,102,pc,265,abaya_size-54,
1531056,1531,102,pc,265,abaya_size-56,
1531058,1531,102,pc,265,abaya_size-58,
1531060,1531,102,pc,265,abaya_size-60,
1533052,1533,102,pc,288,abaya_size-52,
1533054,1533,102,pc,288,abaya_size-54,
1533056,1533,102,pc,288,abaya_size-56,
1533058,1533,102,pc,288,abaya_size-58,
1533060,1533,102,pc,288,abaya_size-60,
1534052,1534,103,pc,299,abaya_size-52,
1534054,1534,103,pc,299,abaya_size-54,
1534056,1534,103,pc,299,abaya_size-56,
1534058,1534,103,pc,299,abaya_size-58,
1534060,1534,103,pc,299,abaya_size-60,
1537052,1537,103,pc,210,abaya_size-52,
1537054,1537,103,pc,210,abaya_size-54,
1537056,1537,103,pc,210,abaya_size-56,
1537058,1537,103,pc,210,abaya_size-58,
1537060,1537,103,pc,210,abaya_size-60,
1538052,1538,102,pc,322,abaya_size-52,
1538054,1538,102,pc,322,abaya_size-54,
1538056,1538,102,pc,322,abaya_size-56,
1538058,1538,102,pc,322,abaya_size-58,
1538060,1538,102,pc,322,abaya_size-60,
1539052,1539,103,pc,196,abaya_size-52,
1539054,1539,103,pc,196,abaya_size-54,
1539056,1539,103,pc,196,abaya_size-56,
1539058,1539,103,pc,196,abaya_size-58,
1539060,1539,103,pc,196,abaya_size-60,
1541052,1541,103,pc,403,abaya_size-52,
1541054,1541,103,pc,403,abaya_size-54,
1541056,1541,103,pc,403,abaya_size-56,
1541058,1541,103,pc,403,abaya_size-58,
1541060,1541,103,pc,403,abaya_size-60,
1542052,1542,103,pc,210,abaya_size-52,
1542054,1542,103,pc,210,abaya_size-54,
1542056,1542,103,pc,210,abaya_size-56,
1542058,1542,103,pc,210,abaya_size-58,
1542060,1542,103,pc,210,abaya_size-60,
1543052,1543,103,pc,343,abaya_size-52,
1543054,1543,103,pc,343,abaya_size-54,
1543056,1543,103,pc,343,abaya_size-56,
1543058,1543,103,pc,343,abaya_size-58,
1543060,1543,103,pc,343,abaya_size-60,
1544052,1544,102,pc,322,abaya_size-52,
1544054,1544,102,pc,322,abaya_size-54,
1544056,1544,102,pc,322,abaya_size-56,
1544058,1544,102,pc,322,abaya_size-58,
1544060,1544,102,pc,322,abaya_size-60,
1545052,1545,102,pc,210,abaya_size-52,
1545054,1545,102,pc,210,abaya_size-54,
1545056,1545,102,pc,210,abaya_size-56,
1545058,1545,102,pc,210,abaya_size-58,
1545060,1545,102,pc,210,abaya_size-60,
1546052,1546,102,pc,170,abaya_size-52,
1546054,1546,102,pc,170,abaya_size-54,
1546056,1546,102,pc,170,abaya_size-56,
1546058,1546,102,pc,170,abaya_size-58,
1546060,1546,102,pc,170,abaya_size-60,
1547052,1547,102,pc,276,abaya_size-52,
1547054,1547,102,pc,276,abaya_size-54,
1547056,1547,102,pc,276,abaya_size-56,
1547058,1547,102,pc,276,abaya_size-58,
1547060,1547,102,pc,276,abaya_size-60,
1548052,1548,103,pc,276,abaya_size-52,
1548054,1548,103,pc,276,abaya_size-54,
1548056,1548,103,pc,276,abaya_size-56,
1548058,1548,103,pc,276,abaya_size-58,
1548060,1548,103,pc,276,abaya_size-60,
1549052,1549,103,pc,276,abaya_size-52,
1549054,1549,103,pc,276,abaya_size-54,
1549056,1549,103,pc,276,abaya_size-56,
1549058,1549,103,pc,276,abaya_size-58,
1549060,1549,103,pc,276,abaya_size-60,
1550052,1550,103,pc,288,abaya_size-52,
1550054,1550,103,pc,288,abaya_size-54,
1550056,1550,103,pc,288,abaya_size-56,
1550058,1550,103,pc,288,abaya_size-58,
1550060,1550,103,pc,288,abaya_size-60,
1551052,1551,102,pc,265,abaya_size-52,
1551054,1551,102,pc,265,abaya_size-54,
1551056,1551,102,pc,265,abaya_size-56,
1551058,1551,102,pc,265,abaya_size-58,
1551060,1551,102,pc,265,abaya_size-60,
1552052,1552,102,pc,221,abaya_size-52,
1552054,1552,102,pc,221,abaya_size-54,
1552056,1552,102,pc,221,abaya_size-56,
1552058,1552,102,pc,221,abaya_size-58,
1552060,1552,102,pc,221,abaya_size-60,
1553052,1553,101,pc,276,abaya_size-52,
1553054,1553,101,pc,276,abaya_size-54,
1553056,1553,101,pc,276,abaya_size-56,
1553058,1553,101,pc,276,abaya_size-58,
1553060,1553,101,pc,276,abaya_size-60,
1554052,1554,103,pc,239,abaya_size-52,
1554054,1554,103,pc,239,abaya_size-54,
1554056,1554,103,pc,239,abaya_size-56,
1554058,1554,103,pc,239,abaya_size-58,
1554060,1554,103,pc,239,abaya_size-60,
1555052,1555,101,pc,170,abaya_size-52,
1555054,1555,101,pc,170,abaya_size-54,
1555056,1555,101,pc,170,abaya_size-56,
1555058,1555,101,pc,170,abaya_size-58,
1555060,1555,101,pc,170,abaya_size-60,
1556052,1556,104,pc,276,abaya_size-52,
1556054,1556,104,pc,276,abaya_size-54,
1556056,1556,104,pc,276,abaya_size-56,
1556058,1556,104,pc,276,abaya_size-58,
1556060,1556,104,pc,276,abaya_size-60,
1557052,1557,102,pc,170,abaya_size-52,
1557054,1557,102,pc,170,abaya_size-54,
1557056,1557,102,pc,170,abaya_size-56,
1557058,1557,102,pc,170,abaya_size-58,
1557060,1557,102,pc,170,abaya_size-60,
1560052,1560,102,pc,179,abaya_size-52,
1560054,1560,102,pc,179,abaya_size-54,
1560056,1560,102,pc,179,abaya_size-56,
1560058,1560,102,pc,179,abaya_size-58,
1560060,1560,102,pc,179,abaya_size-60,
1562056,1562,103,pc,285,abaya_size-56,
1562058,1562,103,pc,285,abaya_size-58,
1562060,1562,103,pc,285,abaya_size-60,
1563052,1563,102,pc,299,abaya_size-52,
1563054,1563,102,pc,299,abaya_size-54,
1563056,1563,102,pc,299,abaya_size-56,
1563058,1563,102,pc,299,abaya_size-58,
1563060,1563,102,pc,299,abaya_size-60,
1565052,1565,103,pc,299,abaya_size-52,
1565054,1565,103,pc,299,abaya_size-54,
1565056,1565,103,pc,299,abaya_size-56,
1565058,1565,103,pc,299,abaya_size-58,
1565060,1565,103,pc,299,abaya_size-60,
1566052,1566,103,pc,179,abaya_size-52,
1566054,1566,103,pc,179,abaya_size-54,
1566056,1566,103,pc,179,abaya_size-56,
1566058,1566,103,pc,179,abaya_size-58,
1566060,1566,103,pc,179,abaya_size-60,
1567052,1567,104,pc,285,abaya_size-52,
1567054,1567,104,pc,285,abaya_size-54,
1567056,1567,104,pc,285,abaya_size-56,
1567058,1567,104,pc,285,abaya_size-58,
1567060,1567,104,pc,285,abaya_size-60,
1568052,1568,104,pc,253,abaya_size-52,
1568054,1568,104,pc,253,abaya_size-54,
1568056,1568,104,pc,253,abaya_size-56,
1568058,1568,104,pc,253,abaya_size-58,
1568060,1568,104,pc,253,abaya_size-60,
1569052,1569,105,pc,221,abaya_size-52,
1569054,1569,105,pc,221,abaya_size-54,
1569056,1569,105,pc,221,abaya_size-56,
1569058,1569,105,pc,221,abaya_size-58,
1569060,1569,105,pc,221,abaya_size-60,
1570052,1570,103,pc,186,abaya_size-52,
1570054,1570,103,pc,186,abaya_size-54,
1570056,1570,103,pc,186,abaya_size-56,
1570058,1570,103,pc,186,abaya_size-58,
1570060,1570,103,pc,186,abaya_size-60,
1571052,1571,104,pc,276,abaya_size-52,
1571054,1571,104,pc,276,abaya_size-54,
1571056,1571,104,pc,276,abaya_size-56,
1571058,1571,104,pc,276,abaya_size-58,
1571060,1571,104,pc,276,abaya_size-60,
1572052,1572,104,pc,193,abaya_size-52,
1572054,1572,104,pc,193,abaya_size-54,
1572056,1572,104,pc,193,abaya_size-56,
1572058,1572,104,pc,193,abaya_size-58,
1572060,1572,104,pc,193,abaya_size-60,
1574052,1574,104,pc,138,abaya_size-52,
1574054,1574,104,pc,138,abaya_size-54,
1574056,1574,104,pc,138,abaya_size-56,
1574058,1574,104,pc,138,abaya_size-58,
1574060,1574,104,pc,138,abaya_size-60,
1575052,1575,104,pc,166,abaya_size-52,
1575054,1575,104,pc,166,abaya_size-54,
1575056,1575,104,pc,166,abaya_size-56,
1575058,1575,104,pc,166,abaya_size-58,
1575060,1575,104,pc,166,abaya_size-60,
1576052,1576,104,pc,179,abaya_size-52,
1576054,1576,104,pc,179,abaya_size-54,
1576056,1576,104,pc,179,abaya_size-56,
1576058,1576,104,pc,179,abaya_size-58,
1576060,1576,104,pc,179,abaya_size-60,
1578052,1578,103,pc,265,abaya_size-52,
1578054,1578,103,pc,265,abaya_size-54,
1578056,1578,103,pc,265,abaya_size-56,
1578058,1578,103,pc,265,abaya_size-58,
1578060,1578,103,pc,265,abaya_size-60,
1579052,1579,103,pc,212,abaya_size-52,
1579054,1579,103,pc,212,abaya_size-54,
1579056,1579,103,pc,212,abaya_size-56,
1579058,1579,103,pc,212,abaya_size-58,
1579060,1579,103,pc,212,abaya_size-60,
1582052,1582,105,pc,182,abaya_size-52,
1582054,1582,105,pc,182,abaya_size-54,
1582056,1582,105,pc,182,abaya_size-56,
1582058,1582,105,pc,182,abaya_size-58,
1582060,1582,105,pc,182,abaya_size-60,
1583052,1583,103,pc,195,abaya_size-52,
1583054,1583,103,pc,195,abaya_size-54,
1583056,1583,103,pc,195,abaya_size-56,
1583058,1583,103,pc,195,abaya_size-58,
1583060,1583,103,pc,195,abaya_size-60,
1585052,1585,105,pc,170,abaya_size-52,
1585054,1585,105,pc,170,abaya_size-54,
1585056,1585,105,pc,170,abaya_size-56,
1585058,1585,105,pc,170,abaya_size-58,
1585060,1585,105,pc,170,abaya_size-60,
1586052,1586,105,pc,212,abaya_size-52,
1586054,1586,105,pc,212,abaya_size-54,
1586056,1586,105,pc,212,abaya_size-56,
1586058,1586,105,pc,212,abaya_size-58,
1586060,1586,105,pc,212,abaya_size-60,
1587052,1587,105,pc,170,abaya_size-52,
1587054,1587,105,pc,170,abaya_size-54,
1587056,1587,105,pc,170,abaya_size-56,
1587058,1587,105,pc,170,abaya_size-58,
1587060,1587,105,pc,170,abaya_size-60,
1590052,1590,102,pc,299,abaya_size-52,
1590054,1590,102,pc,299,abaya_size-54,
1590056,1590,102,pc,299,abaya_size-56,
1590058,1590,102,pc,299,abaya_size-58,
1590060,1590,102,pc,299,abaya_size-60,
1591052,1591,104,pc,357,abaya_size-52,
1591054,1591,104,pc,357,abaya_size-54,
1591056,1591,104,pc,357,abaya_size-56,
1591058,1591,104,pc,357,abaya_size-58,
1591060,1591,104,pc,357,abaya_size-60,
1595052,1595,103,pc,185,abaya_size-52,
1595054,1595,103,pc,185,abaya_size-54,
1595056,1595,103,pc,185,abaya_size-56,
1595058,1595,103,pc,185,abaya_size-58,
1595060,1595,103,pc,185,abaya_size-60,
1599052,1599,105,pc,195,abaya_size-52,
1599054,1599,105,pc,195,abaya_size-54,
1599056,1599,105,pc,195,abaya_size-56,
1599058,1599,105,pc,195,abaya_size-58,
1599060,1599,105,pc,195,abaya_size-60,
1600052,1600,105,pc,193,abaya_size-52,
1600054,1600,105,pc,193,abaya_size-54,
1600056,1600,105,pc,193,abaya_size-56,
1600058,1600,105,pc,193,abaya_size-58,
1600060,1600,105,pc,193,abaya_size-60,
1601052,1601,103,pc,169,abaya_size-52,
1601054,1601,103,pc,169,abaya_size-54,
1601056,1601,103,pc,169,abaya_size-56,
1601058,1601,103,pc,169,abaya_size-58,
1601060,1601,103,pc,169,abaya_size-60,
1602052,1602,103,pc,310,abaya_size-52,
1602054,1602,103,pc,310,abaya_size-54,
1602056,1602,103,pc,310,abaya_size-56,
1602058,1602,103,pc,310,abaya_size-58,
1602060,1602,103,pc,310,abaya_size-60,
1603052,1603,103,pc,179,abaya_size-52,
1603054,1603,103,pc,179,abaya_size-54,
1603056,1603,103,pc,179,abaya_size-56,
1603058,1603,103,pc,179,abaya_size-58,
1603060,1603,103,pc,179,abaya_size-60,
1604052,1604,103,pc,200,abaya_size-52,
1604054,1604,103,pc,200,abaya_size-54,
1604056,1604,103,pc,200,abaya_size-56,
1604058,1604,103,pc,200,abaya_size-58,
1604060,1604,103,pc,200,abaya_size-60,
1606052,1606,105,pc,179,abaya_size-52,
1606054,1606,105,pc,179,abaya_size-54,
1606056,1606,105,pc,179,abaya_size-56,
1606058,1606,105,pc,179,abaya_size-58,
1606060,1606,105,pc,179,abaya_size-60,
1607052,1607,103,pc,179,abaya_size-52,
1607054,1607,103,pc,179,abaya_size-54,
1607056,1607,103,pc,179,abaya_size-56,
1607058,1607,103,pc,179,abaya_size-58,
1607060,1607,103,pc,179,abaya_size-60,
1608052,1608,103,pc,179,abaya_size-52,
1608054,1608,103,pc,179,abaya_size-54,
1608056,1608,103,pc,179,abaya_size-56,
1608058,1608,103,pc,179,abaya_size-58,
1608060,1608,103,pc,179,abaya_size-60,
1609052,1609,103,pc,299,abaya_size-52,
1609054,1609,103,pc,299,abaya_size-54,
1609056,1609,103,pc,299,abaya_size-56,
1609058,1609,103,pc,299,abaya_size-58,
1609060,1609,103,pc,299,abaya_size-60,
1610052,1610,103,pc,179,abaya_size-52,
1610054,1610,103,pc,179,abaya_size-54,
1610056,1610,103,pc,179,abaya_size-56,
1610058,1610,103,pc,179,abaya_size-58,
1610060,1610,103,pc,179,abaya_size-60,
1611052,1611,103,pc,265,abaya_size-52,
1611054,1611,103,pc,265,abaya_size-54,
1611056,1611,103,pc,265,abaya_size-56,
1611058,1611,103,pc,265,abaya_size-58,
1611060,1611,103,pc,265,abaya_size-60,
1612052,1612,103,pc,170,abaya_size-52,
1612054,1612,103,pc,170,abaya_size-54,
1612056,1612,103,pc,170,abaya_size-56,
1612058,1612,103,pc,170,abaya_size-58,
1612060,1612,103,pc,170,abaya_size-60,
1613052,1613,102,pc,179,abaya_size-52,
1613054,1613,102,pc,179,abaya_size-54,
1613056,1613,102,pc,179,abaya_size-56,
1613058,1613,102,pc,179,abaya_size-58,
1613060,1613,102,pc,179,abaya_size-60,
1614052,1614,103,pc,310,abaya_size-52,
1614054,1614,103,pc,310,abaya_size-54,
1614056,1614,103,pc,310,abaya_size-56,
1614058,1614,103,pc,310,abaya_size-58,
1614060,1614,103,pc,310,abaya_size-60,
1615052,1615,103,pc,221,abaya_size-52,
1615054,1615,103,pc,221,abaya_size-54,
1615056,1615,103,pc,221,abaya_size-56,
1615058,1615,103,pc,221,abaya_size-58,
1615060,1615,103,pc,221,abaya_size-60,
1616052,1616,102,pc,253,abaya_size-52,
1616054,1616,102,pc,253,abaya_size-54,
1616056,1616,102,pc,253,abaya_size-56,
1616058,1616,102,pc,253,abaya_size-58,
1616060,1616,102,pc,253,abaya_size-60,
1617052,1617,103,pc,170,abaya_size-52,
1617054,1617,103,pc,170,abaya_size-54,
1617056,1617,103,pc,170,abaya_size-56,
1617058,1617,103,pc,170,abaya_size-58,
1617060,1617,103,pc,170,abaya_size-60,
1618052,1618,103,pc,253,abaya_size-52,
1618054,1618,103,pc,253,abaya_size-54,
1618056,1618,103,pc,253,abaya_size-56,
1618058,1618,103,pc,253,abaya_size-58,
1618060,1618,103,pc,253,abaya_size-60,
1622052,1622,103,pc,299,abaya_size-52,
1622054,1622,103,pc,299,abaya_size-54,
1622056,1622,103,pc,299,abaya_size-56,
1622058,1622,103,pc,299,abaya_size-58,
1622060,1622,103,pc,299,abaya_size-60,
1623052,1623,101,pc,242,abaya_size-52,
1623054,1623,101,pc,242,abaya_size-54,
1623056,1623,101,pc,242,abaya_size-56,
1623058,1623,101,pc,242,abaya_size-58,
1623060,1623,101,pc,242,abaya_size-60,
1624052,1624,104,pc,220,abaya_size-52,
1624054,1624,104,pc,220,abaya_size-54,
1624056,1624,104,pc,220,abaya_size-56,
1624058,1624,104,pc,220,abaya_size-58,
1624060,1624,104,pc,220,abaya_size-60,
1625052,1625,104,pc,220,abaya_size-52,
1625054,1625,104,pc,220,abaya_size-54,
1625056,1625,104,pc,220,abaya_size-56,
1625058,1625,104,pc,220,abaya_size-58,
1625060,1625,104,pc,220,abaya_size-60,
1626052,1626,104,pc,150,abaya_size-52,
1626054,1626,104,pc,150,abaya_size-54,
1626056,1626,104,pc,150,abaya_size-56,
1626058,1626,104,pc,150,abaya_size-58,
1626060,1626,104,pc,150,abaya_size-60,
1627052,1627,103,pc,299,abaya_size-52,
1627054,1627,103,pc,299,abaya_size-54,
1627056,1627,103,pc,299,abaya_size-56,
1627058,1627,103,pc,299,abaya_size-58,
1627060,1627,103,pc,299,abaya_size-60,
1629052,1629,103,pc,299,abaya_size-52,
1629054,1629,103,pc,299,abaya_size-54,
1629056,1629,103,pc,299,abaya_size-56,
1629058,1629,103,pc,299,abaya_size-58,
1629060,1629,103,pc,299,abaya_size-60,
1630052,1630,103,pc,285,abaya_size-52,
1630054,1630,103,pc,285,abaya_size-54,
1630056,1630,103,pc,285,abaya_size-56,
1630058,1630,103,pc,285,abaya_size-58,
1630060,1630,103,pc,285,abaya_size-60,
1634052,1634,103,pc,124,abaya_size-52,
1634054,1634,103,pc,124,abaya_size-54,
1634056,1634,103,pc,124,abaya_size-56,
1634058,1634,103,pc,124,abaya_size-58,
1634060,1634,103,pc,124,abaya_size-60,
1636052,1636,103,pc,193,abaya_size-52,
1636054,1636,103,pc,193,abaya_size-54,
1636056,1636,103,pc,193,abaya_size-56,
1636058,1636,103,pc,193,abaya_size-58,
1636060,1636,103,pc,193,abaya_size-60,
1638052,1638,101,pc,253,abaya_size-52,
1638054,1638,101,pc,253,abaya_size-54,
1638056,1638,101,pc,253,abaya_size-56,
1638058,1638,101,pc,253,abaya_size-58,
1638060,1638,101,pc,253,abaya_size-60,
1640052,1640,103,pc,220,abaya_size-52,
1640054,1640,103,pc,220,abaya_size-54,
1640056,1640,103,pc,220,abaya_size-56,
1640058,1640,103,pc,220,abaya_size-58,
1640060,1640,103,pc,220,abaya_size-60,
1641052,1641,101,pc,253,abaya_size-52,
1641054,1641,101,pc,253,abaya_size-54,
1641056,1641,101,pc,253,abaya_size-56,
1641058,1641,101,pc,253,abaya_size-58,
1641060,1641,101,pc,253,abaya_size-60,
1642052,1642,102,pc,202,abaya_size-52,
1642054,1642,102,pc,202,abaya_size-54,
1642056,1642,102,pc,202,abaya_size-56,
1642058,1642,102,pc,202,abaya_size-58,
1642060,1642,102,pc,202,abaya_size-60,
1643052,1643,101,pc,152,abaya_size-52,
1643054,1643,101,pc,152,abaya_size-54,
1643056,1643,101,pc,152,abaya_size-56,
1643058,1643,101,pc,152,abaya_size-58,
1643060,1643,101,pc,152,abaya_size-60,
1650052,1650,103,pc,169,abaya_size-52,
1650054,1650,103,pc,169,abaya_size-54,
1650056,1650,103,pc,169,abaya_size-56,
1650058,1650,103,pc,169,abaya_size-58,
1650060,1650,103,pc,169,abaya_size-60,
1651052,1651,105,pc,338,abaya_size-52,
1651054,1651,105,pc,338,abaya_size-54,
1651056,1651,105,pc,338,abaya_size-56,
1651058,1651,105,pc,338,abaya_size-58,
1651060,1651,105,pc,338,abaya_size-60,
1653052,1653,104,pc,170,abaya_size-52,
1653054,1653,104,pc,170,abaya_size-54,
1653056,1653,104,pc,170,abaya_size-56,
1653058,1653,104,pc,170,abaya_size-58,
1653060,1653,104,pc,170,abaya_size-60,
1658052,1658,104,pc,242,abaya_size-52,
1658054,1658,104,pc,242,abaya_size-54,
1658056,1658,104,pc,242,abaya_size-56,
1658058,1658,104,pc,242,abaya_size-58,
1658060,1658,104,pc,242,abaya_size-60,
1661052,1661,103,pc,253,abaya_size-52,
1661054,1661,103,pc,253,abaya_size-54,
1661056,1661,103,pc,253,abaya_size-56,
1661058,1661,103,pc,253,abaya_size-58,
1661060,1661,103,pc,253,abaya_size-60,
1662052,1662,101,pc,253,abaya_size-52,
1662054,1662,101,pc,253,abaya_size-54,
1662056,1662,101,pc,253,abaya_size-56,
1662058,1662,101,pc,253,abaya_size-58,
1662060,1662,101,pc,253,abaya_size-60,
1663052,1663,103,pc,170,abaya_size-52,
1663054,1663,103,pc,170,abaya_size-54,
1663056,1663,103,pc,170,abaya_size-56,
1663058,1663,103,pc,170,abaya_size-58,
1663060,1663,103,pc,170,abaya_size-60,
1665052,1665,103,pc,247,abaya_size-52,
1665054,1665,103,pc,247,abaya_size-54,
